ticket_id,customer_id,order_id,category,channel,status,created_date,ticket_body
219,404,2415,Food Quality,Chat,Resolved,2025-01-04,"The food in order #2415 from Williams, Campos and Cummings was undercooked, wanted to flag it for quality review."
220,78,1726,Courier Behavior,Phone,Open,2024-04-17,"Courier on order #1726 was great, arrived early and handled the bag carefully, wanted to say thanks."
221,273,1669,General Feedback,Chat,Open,2024-12-06,"Suggestion: it would help to have a live courier map for order #1669, would have eased the wait."
222,282,1031,Payment Issue,Email,Resolved,2025-09-19,Promo code didn't apply on order #1031 even though it was valid at checkout.
223,376,1608,Refund Request,Email,Open,2025-04-10,"Please refund order #1608, I was charged twice for the same Lowe, Ewing and Short order."
224,427,2226,Payment Issue,Chat,In Progress,2024-12-06,Promo code didn't apply on order #2226 even though it was valid at checkout.
225,368,1792,Order Issue,Email,Resolved,2024-03-05,"My order #1792 from Garcia, Pena and Adams never showed up, the app says delivered but nothing arrived."
226,53,16,General Feedback,Phone,Resolved,2025-08-08,"Just wanted to say the Miles Group order #16 experience was smooth end to end, great job."
227,44,322,Refund Request,Email,Open,2025-04-05,"Please refund order #322, I was charged twice for the same Nelson LLC order."
228,498,316,Payment Issue,Email,Open,2024-08-22,Promo code didn't apply on order #316 even though it was valid at checkout.
229,164,2169,Payment Issue,Phone,Open,2025-06-27,Promo code didn't apply on order #2169 even though it was valid at checkout.
230,113,1120,Refund Request,Chat,In Progress,2024-09-01,"Requesting a refund for order #1120, the Nelson LLC order arrived spilled and inedible."
231,294,265,Food Quality,Phone,Open,2024-03-18,"The food in order #265 from Hensley, Johnson and Adams was undercooked, wanted to flag it for quality review."
232,369,895,Payment Issue,Chat,Resolved,2024-11-09,Promo code didn't apply on order #895 even though it was valid at checkout.
233,231,106,Order Issue,Email,Open,2025-06-30,"My order #106 from Myers, Shelton and Garcia never showed up, the app says delivered but nothing arrived."
234,90,2401,Payment Issue,Chat,In Progress,2025-07-28,"I was charged for order #2401 but the app still shows it as failed, please check my payment method."
235,253,1667,Courier Behavior,Email,Resolved,2024-07-24,Courier for order #1667 left the bag at the wrong door and didn't knock.
236,377,260,Order Issue,Chat,In Progress,2024-09-08,"My order #260 from Olson-Estrada never showed up, the app says delivered but nothing arrived."
237,232,775,General Feedback,Chat,Open,2024-09-21,"Suggestion: it would help to have a live courier map for order #775, would have eased the wait."
238,343,1130,Late Delivery,Email,In Progress,2025-03-01,"Still waiting on order #1130, tracking hasn't updated in 40 minutes."
239,84,611,Late Delivery,Chat,Resolved,2024-06-16,"Still waiting on order #611, tracking hasn't updated in 40 minutes."
240,66,2329,Courier Behavior,Phone,In Progress,2025-07-09,Courier for order #2329 left the bag at the wrong door and didn't knock.
241,488,1277,Missing Items,Chat,Open,2024-01-04,"Order #1277 from Sanders, Smith and Smith was missing the drink we paid for. Can this be refunded?"
242,97,2199,Refund Request,Phone,Open,2024-04-26,"Requesting a refund for order #2199, the Lang PLC order arrived spilled and inedible."
243,132,2347,General Feedback,Chat,Resolved,2025-07-01,"Just wanted to say the Sanders, Smith and Smith order #2347 experience was smooth end to end, great job."
244,54,988,General Feedback,Phone,Resolved,2025-09-21,"Suggestion: it would help to have a live courier map for order #988, would have eased the wait."
245,495,39,Payment Issue,Phone,Open,2024-12-27,"I was charged for order #39 but the app still shows it as failed, please check my payment method."
246,84,36,Late Delivery,Chat,Resolved,2024-09-13,"Still waiting on order #36, tracking hasn't updated in 40 minutes."
247,116,2024,Order Issue,Chat,Open,2024-05-29,"Order #2024 arrived with the wrong items entirely, we ordered from Garza-Shea and got someone else's bag."
248,60,486,Courier Behavior,Email,Resolved,2025-07-01,Courier for order #486 left the bag at the wrong door and didn't knock.
249,317,1607,Refund Request,Email,In Progress,2024-01-31,"Please refund order #1607, I was charged twice for the same Smith Group order."
250,36,1196,Courier Behavior,Phone,Open,2025-06-08,"Courier on order #1196 was great, arrived early and handled the bag carefully, wanted to say thanks."
251,458,2131,Food Quality,Chat,Open,2025-09-27,"The food in order #2131 from Lang PLC was undercooked, wanted to flag it for quality review."
252,260,1790,General Feedback,Email,Open,2025-05-21,"Suggestion: it would help to have a live courier map for order #1790, would have eased the wait."
253,79,184,General Feedback,Phone,Resolved,2025-01-12,"Just wanted to say the Gallegos, Taylor and West order #184 experience was smooth end to end, great job."
254,498,1528,Refund Request,Chat,In Progress,2024-07-11,"Requesting a refund for order #1528, the Rodriguez-Murray order arrived spilled and inedible."
255,399,1476,Order Issue,Chat,Resolved,2025-01-16,"My order #1476 from Nelson LLC never showed up, the app says delivered but nothing arrived."
256,254,1445,Courier Behavior,Email,Open,2024-11-18,"Courier on order #1445 was great, arrived early and handled the bag carefully, wanted to say thanks."
257,275,2223,General Feedback,Chat,Open,2025-08-31,"Suggestion: it would help to have a live courier map for order #2223, would have eased the wait."
258,419,968,Missing Items,Phone,In Progress,2025-07-20,"Order #968 from Cooper, Ross and Perkins was missing the drink we paid for. Can this be refunded?"
259,186,2421,Courier Behavior,Email,Open,2024-11-20,Courier for order #2421 left the bag at the wrong door and didn't knock.
260,164,958,Refund Request,Email,In Progress,2024-10-27,"Please refund order #958, I was charged twice for the same Rodriguez, James and Frank order."
261,249,1842,Order Issue,Chat,In Progress,2024-05-20,"Order #1842 arrived with the wrong items entirely, we ordered from Jackson, Bowman and Drake and got someone else's bag."
262,78,1837,Payment Issue,Chat,In Progress,2024-12-14,Promo code didn't apply on order #1837 even though it was valid at checkout.
263,212,1857,Food Quality,Email,In Progress,2024-03-17,"The food in order #1857 from Jensen-Watkins was undercooked, wanted to flag it for quality review."
264,12,941,General Feedback,Email,In Progress,2025-02-20,"Just wanted to say the Neal, Gomez and Watkins order #941 experience was smooth end to end, great job."
265,318,1592,Order Issue,Phone,In Progress,2024-07-08,"Order #1592 arrived with the wrong items entirely, we ordered from Castaneda, Day and Weaver and got someone else's bag."
266,194,1799,Missing Items,Email,Resolved,2025-09-05,Order #1799 from Nelson LLC was missing the drink we paid for. Can this be refunded?
267,431,1195,Missing Items,Chat,Open,2024-09-27,"Two items missing from order #1195, Murphy and Sons forgot the side dish again."
268,54,2106,Courier Behavior,Chat,Open,2025-08-13,"Courier on order #2106 was great, arrived early and handled the bag carefully, wanted to say thanks."
269,157,433,Refund Request,Chat,Open,2024-10-10,"Requesting a refund for order #433, the Dominguez-Short order arrived spilled and inedible."
270,197,1513,Payment Issue,Email,Resolved,2025-08-14,"I was charged for order #1513 but the app still shows it as failed, please check my payment method."
271,65,1406,Payment Issue,Chat,In Progress,2024-02-11,Promo code didn't apply on order #1406 even though it was valid at checkout.
272,480,2082,Payment Issue,Chat,Resolved,2024-12-07,Promo code didn't apply on order #2082 even though it was valid at checkout.
273,34,729,Payment Issue,Chat,Open,2024-04-06,"I was charged for order #729 but the app still shows it as failed, please check my payment method."
274,489,1622,Order Issue,Phone,Open,2025-04-25,"Order #1622 arrived with the wrong items entirely, we ordered from Neal, Gomez and Watkins and got someone else's bag."
275,426,2032,Courier Behavior,Email,Open,2024-09-27,"Courier on order #2032 was great, arrived early and handled the bag carefully, wanted to say thanks."
276,437,328,Late Delivery,Chat,In Progress,2024-06-21,"Order #328 from Bell-Jimenez took over 90 minutes, way past the estimate shown at checkout."
277,67,1763,Late Delivery,Email,Open,2025-04-26,"Order #1763 from Meyer-Carrillo took over 90 minutes, way past the estimate shown at checkout."
278,229,532,Refund Request,Chat,Resolved,2025-06-05,"Requesting a refund for order #532, the Ellis, Parks and Jimenez order arrived spilled and inedible."
279,492,716,Refund Request,Chat,Resolved,2025-06-19,"Please refund order #716, I was charged twice for the same Whitaker-Paul order."
280,223,695,Payment Issue,Phone,Resolved,2024-08-31,"I was charged for order #695 but the app still shows it as failed, please check my payment method."
281,400,1610,Order Issue,Chat,Resolved,2025-02-01,"My order #1610 from Hill-Mckay never showed up, the app says delivered but nothing arrived."
282,18,1400,Refund Request,Phone,Open,2025-02-18,"Please refund order #1400, I was charged twice for the same Bell-Jimenez order."
283,167,1276,Food Quality,Phone,Open,2025-09-23,"Order #1276 from Nelson LLC was excellent, best meal we've had delivered in months."
284,157,1673,Missing Items,Phone,Resolved,2025-09-11,"Two items missing from order #1673, Tran Group forgot the side dish again."
285,373,1967,General Feedback,Chat,In Progress,2025-08-27,"Suggestion: it would help to have a live courier map for order #1967, would have eased the wait."
286,474,337,Refund Request,Email,Open,2025-08-13,"Please refund order #337, I was charged twice for the same Guzman, Brown and Larsen order."
287,144,549,Late Delivery,Email,Open,2024-05-15,"Order #549 from Jensen-Watkins took over 90 minutes, way past the estimate shown at checkout."
288,264,141,Order Issue,Chat,Resolved,2024-02-17,"Order #141 arrived with the wrong items entirely, we ordered from Duran PLC and got someone else's bag."
289,383,56,Missing Items,Chat,Open,2024-10-10,"Two items missing from order #56, Jackson, Walters and Michael forgot the side dish again."
290,54,2010,Missing Items,Email,Open,2024-04-23,Order #2010 from Miles Group was missing the drink we paid for. Can this be refunded?
291,82,2071,Order Issue,Chat,In Progress,2024-07-30,"My order #2071 from Murphy and Sons never showed up, the app says delivered but nothing arrived."
292,115,81,General Feedback,Chat,Resolved,2024-05-06,"Suggestion: it would help to have a live courier map for order #81, would have eased the wait."
293,393,2072,Courier Behavior,Phone,In Progress,2025-06-15,"Courier on order #2072 was great, arrived early and handled the bag carefully, wanted to say thanks."
294,318,494,Payment Issue,Email,Open,2024-05-29,Promo code didn't apply on order #494 even though it was valid at checkout.
295,127,1465,Refund Request,Phone,Open,2024-09-05,"Please refund order #1465, I was charged twice for the same Arnold, Montgomery and Doyle order."
296,183,596,General Feedback,Phone,In Progress,2024-02-20,"Just wanted to say the Miles Group order #596 experience was smooth end to end, great job."
297,40,1543,Payment Issue,Phone,In Progress,2024-06-11,"I was charged for order #1543 but the app still shows it as failed, please check my payment method."
298,364,969,Order Issue,Email,In Progress,2025-06-20,"Order #969 arrived with the wrong items entirely, we ordered from Garza-Shea and got someone else's bag."
299,104,1332,Payment Issue,Phone,Open,2024-10-21,"I was charged for order #1332 but the app still shows it as failed, please check my payment method."
300,14,1423,Late Delivery,Phone,Open,2025-03-12,"Still waiting on order #1423, tracking hasn't updated in 40 minutes."
